"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-06",,,,,"0.08",,,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-24",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-09-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-19",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-10-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-01",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-03",,"    2","0.02",,,,,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-18",,,,,"0.08",,,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-19",,,,,"0.14",,,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXWM0046","BRUSHY CREEK 2.4 SW, TX US","2024-11-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-03",,,,,"1.36",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-04",,,,,"0.03",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-05",,,,,"0.06",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-08",,,,,"0.12",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-09",,,,,"0.08",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-16",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-22",,,,,"3.08",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-23",,,,,"0.54",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-24",,,,,"0.52",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-25",,,,,"1.09",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-01-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-03",,,,,"0.78",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-05",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-11",,,,,"1.46",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-02-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-01",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-08",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-09",,,,,"0.43",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-14",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-15",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-16",,,,,"0.20",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-17",,,,,"0.58",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-18",,,,,"0.22",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-21",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-22",,,,,"0.63",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-25",,,,,"0.18",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-26",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-28",,,,,"0.26",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-03-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-02",,,,,"0.28",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-07",,,,,"0.05",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-09",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-10",,,,,"0.75",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-15",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-16",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-17",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-18",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-21",,,,,"0.74",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-26",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-28",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-29",,,,,"0.71",,,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-04-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1TXTV0218","ONION CREEK 3.2 ENE, TX US","2024-05-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
